query,top tables,target table,target answer
what was the major platform of the know-nothing party,Aquaman_B1E01804EE0BC2DC,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Conservative Party (UK)_F9EE7EFC7D4E73DB,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Battle of Spotsylvania Court House_8E9B4DA4492F1C44,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,We Are the World_1CB589D93FD9C7F5,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,History of Federal Open Market Committee actions_808620BFDEDBBBEB,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of longest-living United States Senators_7AA5DC06530EC6E8,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Politics of the Dominican Republic_21F9298CEC586804,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Linkin Park_99799D19009C05D3,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Halley's Comet_FA0070048EAA1F67,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,These Eyes_BD7DC511F3C359D7,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Non-voting members of the United States House of Representatives_27143A4F730D0403,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of tallest buildings and structures_F63B7F250FEC0568,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of Internet top-level domains_273FF44C1BA65914,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Deep in the Heart of Texas_3B828880AD20E8C6,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Battle of the Network Stars_E9715D3B5D36C148,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Bates Motel (TV series)_3191360646FD2F2C,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2001 World Series_F404B3DAE21E0E1B,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Dream On (Aerosmith song)_AEB49B81E4D853E2,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Knott's Berry Farm_FF94CC265266A361,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Adrian Mole_6F2C46CE66B6959B,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Over the Garden Wall_B5802FD7725A8AAD,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Pirates of the Caribbean (attraction)_B57E285733D26E9F,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Pirates of the Caribbean: On Stranger Tides_B57E285733D26E9F,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,What a Beautiful Name_AC90645268136D7D,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,The Grapes of Wrath (film)_E9A711E2E59AA714,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Lyndon B. Johnson_93E942DC6174366B,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Dennis Haysbert_D80672A24050C8AF,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Spanish conquest of the Inca Empire_4AAE43A49DAC7754,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of colonial governors of New Jersey_F98E49B9629397E9,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of Batman television series characters_88ECB287C9E2DC6C,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Small intestine_61CA352D21E68EBD,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Mao Zedong_F9F7B8F9625A9882,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Supermassive black hole_48CB00D65B81461D,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,It Only Takes a Minute_9E4DF4AD66C2D34,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Texas Southern University_216022234C0AFB19,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,United States Marine Corps_8506FE4CE4C89DD6,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,The President Show_43CAEBDE1B4FED48,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Rock 'n' Roller Coaster Starring Aerosmith_AEB49B81E4D853E2,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,State church of the Roman Empire_86E8B7491C8FEEDE,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Beyoncé_7B6F56E676563AA0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Leading-tone_65E87EBE516958FC,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,James Gordon (comics)_CFBFB3A5476F7F16,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Justice League (Smallville)_CFBFB3A5476F7F16,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Mucous membrane_B6E969273FBFDEC1,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Renal capsule_2DF4066D61A9E8B2,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Renal vein_B6E969273FBFDEC1,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Urinary bladder_B6E969273FBFDEC1,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Urinary system_B6E969273FBFDEC1,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Stay (Maurice Williams song)_C80E710344DCCDAD,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of The Suite Life of Zack & Cody episodes_F4BB385E166F955B,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Treaty Clause_F17E17A10572A810,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,19th National Congress of the Communist Party of China_EA89D16E6A208035,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,United States Marine Corps birthday_C2E54371838FEF28,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Africa Cup of Nations_D4D2B9B616FF6221,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Lyndon B. Johnson_8FAFA09C50B6F23B,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Dude (Looks Like a Lady)_A2CBEDF3AF65FE1,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,The Suite Life of Karan & Kabir_736BE0556B3E34B8,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,The Suite Life of Zack & Cody_736BE0556B3E34B8,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of Chief Ministers of Andhra Pradesh_D5353F4DF0037186,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Steven Universe: Save the Light_9E6B20AE6F486E85,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Harry S. Truman_68EB94E041B906CF,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Daisy of Love_EA0916F9916AA20A,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Global spread of the printing press_7AA8270097391B8F,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Facebook_237FB461B5377EA7,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,"Malayan general election, 1955_115A4676B4AA689C",Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Pirates of the Caribbean: The Curse of the Black Pearl (soundtrack)_54DE222C433374DA,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,I Don't Want to Miss a Thing_AEB49B81E4D853E2,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Lyndon B. Johnson_F9F1E1F1153CA50E,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Government Accountability Office_F17E17A10572A810,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,United States Capitol_F17E17A10572A810,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,United States Congress_F17E17A10572A810,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Adobe Photoshop version history_EDC75D441F635856,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Electoral College (United States)_C92825A900CA08E0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Hold My Hand (Michael Jackson and Akon song)_16180113F0F930D1,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Anne-Marie Johnson_17CC5A1609933E2,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of Cars characters_4C87046AE77FDDD7,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Mickey Mouse_34EB311943AB91AC,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,I Can't Let Go_56FCA8F3CC393A9D,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,The Fix (song)_699FAD3E90DF8D79,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2000 World Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2003 World Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2004 World Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2005 World Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2008 World Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2010 World Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2015 World Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2016 World Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Fox Sports 1_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Yankees–Red Sox rivalry_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Pirates of the Caribbean: The Curse of the Black Pearl (soundtrack)_FE2756DD0640E590,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,One More Light_1E1AFA9B63F4FA9D,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,"Eagle, Globe, and Anchor_C2E54371838FEF28",Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Marine Corps Recruit Depot Parris Island_ACA1A03831DA0CEF,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Marine Corps Recruit Depot San Diego_ACA1A03831DA0CEF,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,United States Marine Corps rank insignia_ACA1A03831DA0CEF,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Federal Reserve System_F4F2884542DAC123,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Rock of Love with Bret Michaels_59B9C8CD061F2B9D,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Georgian society in Jane Austen's novels_821D92A6B58029B8,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Jumanji: Welcome to the Jungle_54367FB282046C13,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Pirates of the Caribbean (attraction)_CAA2AB26B34285C,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Dracula_CD0FA88525619AE5,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,The Crossing (TV series)_C861611A44387726,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of The Simpsons cast members_90511BD9A8D0C188,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Undun (song)_EF305B2BFB5BD479,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Black Pearl_CB9675DB0A1DFD04,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Tia Dalma_5317FEA72E4DBECC,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Pirates of the Caribbean: Dead Men Tell No Tales_B57E285733D26E9F,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of United States federal legislation_B03F4F242B508AF7,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Politics of Italy_CABC981093F8CA10,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Love Never Felt So Good_6E2A6081AC6C6638,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Joint resolution_B03F4F242B508AF7,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Nuclear option_B03F4F242B508AF7,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Treaty Clause_B03F4F242B508AF7,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,BuzzFeed Unsolved_8FF436F72AF0B63F,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Yalta Conference_3A08994410A163AD,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,You've Lost That Lovin' Feelin'_9CDD3974DC4F3BB9,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,"What's New, Scooby-Doo?_19E3D5BF91905C",Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Pontiac Silverdome_C379047DC0C22583,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Elizabeth Swann_61F7DE80F2502CA3,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Joshamee Gibbs_61F7DE80F2502CA3,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,The Mummy (1999 film)_BFEF6EAB7DBA928A,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,United States Marine Corps rank insignia_BA03FF6E57EA96A8,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of High School DxD light novels_12263D3DDBB022AD,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of Star Wars filming locations_EC14FF0D31EA6D24,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Hotel Transylvania 3: Summer Vacation_162DCE30314F95AA,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,The Book of Dust_A60065A958ECEF4C,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2016 National League Championship Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2016 National League Division Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,2017 American League Championship Series_24FDBAC9D45AE0,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Politics of Italy_C2C64731CC28A660,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Leader of the Opposition (Jamaica)_5C5AEA922E4B7A51,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Kraken (Pirates of the Caribbean)_C702A3C5AE69A728,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Politics of the Dominican Republic_BDAF8ED9BEDCFB65,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Jack Sparrow_C702A3C5AE69A728,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Will Turner_C702A3C5AE69A728,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Long Cool Woman in a Black Dress_56FCA8F3CC393A9D,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Steppenwolf (comics)_96FFB9FA00EE35A7,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,United States congressional conference committee_F17E17A10572A810,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Birth of the Dragon_5AE31115861D2B11,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Committee of Five_DCDFA730FC3FE92,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of United States over-the-air television networks_3B11A1A0BF8A5BA1,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Impeachment in the Philippines_FBC6EC1B8413FEEB,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,"Democratic Party presidential candidates, 2016_8A4E95169F318619",Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Minimum wage in the United States_928ADFE765E22DB1,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,"He Ain't Heavy, He's My Brother_C80E710344DCCDAD",Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Bootstrap Bill Turner_5317FEA72E4DBECC,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,New Living Translation_FFC41C5F05141790,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,List of African-American United States Senators_9BC7507287EBA138,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Bowman's capsule_2DF4066D61A9E8B2,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Waltz of the Angels_C8107648059A3CA,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Congressional Record_9BC7507287EBA138,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Congressional oversight_9BC7507287EBA138,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Continuing resolution_9BC7507287EBA138,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,Treaty Clause_9BC7507287EBA138,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
what was the major platform of the know-nothing party,King Arthur: Legend of the Sword_BF1FD88F0FA8B2E1,Know Nothing_CB95DD121C5F17E1,American nationalism; Anti-Catholicism; Populism; Nativism; Republicanism
